genre_ids,id,original_language,original_title,overview,popularity,release_date,title,vote_average,vote_count
"[18, 36, 10749]",22522,en,Anne of the Thousand Days,"Henry VIII of England discards his wife, Katharine of Aragon, who has failed to produce a male heir, in favor of the young and beautiful Anne Boleyn.",14.588,1969-12-18,Anne of the Thousand Days,7.0,105
[37],642,en,Butch Cassidy and the Sundance Kid,"In late 1890s Wyoming, Butch Cassidy is the affable, clever and talkative leader of the outlaw Hole in the Wall Gang. His closest companion is the laconic dead-shot Sundance Kid. As the west rapidly becomes civilized, the law finally catches up to Butch, Sundance and their gang.  Chased doggedly by a special posse, the two decide to make their way to South America in hopes of evading their pursuers once and for all.  Preserved by the Academy Film Archive in partnership with Twentieth Century Fox Film Corporation in 1998.",29.097,1969-01-15,Butch Cassidy and the Sundance Kid,7.603,2010
"[35, 10749, 10402]",14030,en,"Hello, Dolly!","Dolly Levi is a strong-willed matchmaker who travels to Yonkers, New York in order to see the miserly ""well-known unmarried half-a-millionaire"" Horace Vandergelder. In doing so, she convinces his niece, his niece's intended, and Horace's two clerks to travel to New York City.",25.706,1969-12-12,"Hello, Dolly!",6.957,329
[18],3116,en,Midnight Cowboy,"Joe Buck is a wide-eyed hustler from Texas hoping to score big with wealthy New York City women; he finds a companion in Enrico ""Ratso"" Rizzo, an ailing swindler with a bum leg and a quixotic fantasy of escaping to Florida.",19.27,1969-05-25,Midnight Cowboy,7.5,1237
"[53, 80, 18]",2721,fr,Z,"Amidst a heated political climate, the opposition leader is killed in what appears to be a traffic accident. When a magistrate finds evidence of a government cover-up, witnesses start to get targeted. A thinly-fictionalized account of the events surrounding the assassination of Greek politician Grigoris Lambrakis in 1963, Z captures the outrage about the military junta that ruled Greece at the time.",11.98,1969-02-26,Z,7.884,467
"[28, 18, 53]",10671,en,Airport,"Melodrama about a bomber on board an airplane, an airport almost closed by snow, and various personal problems of the people involved.",16.571,1970-05-29,Airport,6.404,345
[18],26617,en,Five Easy Pieces,"A drop-out from upper-class America picks up work along the way on oil-rigs when his life isn't spent in a squalid succession of bars, motels, and other points of interest.",8.837,1970-09-12,Five Easy Pieces,7.169,465
"[10749, 18]",9062,en,Love Story,"Harvard Law student Oliver Barrett IV and music student Jennifer Cavilleri share a chemistry they cannot deny - and a love they cannot ignore. Despite their opposite backgrounds, the young couple put their hearts on the line for each other. When they marry, Oliver's wealthy father threatens to disown him. Jenny tries to reconcile the Barrett men, but to no avail.",22.434,1970-12-16,Love Story,6.781,637
"[35, 18, 10752]",651,en,M*A*S*H,The staff of a Korean War field hospital use humor and hijinks to keep their sanity in the face of the horror of war.,19.618,1970-02-18,M*A*S*H,6.969,942
"[10752, 18, 36]",11202,en,Patton,"""Patton"" tells the tale of General George S. Patton, famous tank commander of World War II. The film begins with patton's career in North Africa and progresses through the invasion of Germany and the fall of the Third Reich. Side plots also speak of Patton's numerous faults such his temper and habit towards insubordination.",17.916,1970-01-25,Patton,7.526,995
"[878, 80]",185,en,A Clockwork Orange,"In a near-future Britain, young Alexander DeLarge and his pals get their kicks beating and raping anyone they please. When not destroying the lives of others, Alex swoons to the music of Beethoven. The state, eager to crack down on juvenile crime, gives an incarcerated Alex the option to undergo an invasive procedure that'll rob him of all personal agency. In a time when conscience is a commodity, can Alex change his tune?",41.338,1971-12-19,A Clockwork Orange,8.213,12133
"[18, 10749]",14811,en,Fiddler on the Roof,"In a small Jewish community in a pre-Revolutionary Russian village, a poor milkman, determined to find good husbands for his five daughters, consults the traditional matchmaker – and also has words with God.",19.897,1971-11-03,Fiddler on the Roof,7.692,512
"[28, 80, 53]",1051,en,The French Connection,Tough narcotics detective 'Popeye' Doyle is in hot pursuit of a suave French drug dealer who may be the key to a huge heroin-smuggling operation.,20.26,1971-10-09,The French Connection,7.5,1674
[18],25188,en,The Last Picture Show,"High school seniors and best friends, Sonny and Duane, live in a dying Texas town. The handsome Duane is dating a local beauty, while Sonny is having an affair with the coach's wife. As graduation nears and both boys contemplate their futures, Duane eyes the army and Sonny takes over a local business. Each struggles to figure out if he can escape this dead-end town and build a better life somewhere else.",18.206,1971-10-03,The Last Picture Show,7.6,613
"[18, 10752, 36]",38646,en,Nicholas and Alexandra,"Tsar Nicholas II, the inept last monarch of Russia, insensitive to the needs of his people, is overthrown and exiled to Siberia with his family.",15.519,1971-11-29,Nicholas and Alexandra,7.0,59
"[10402, 18, 10749]",10784,en,Cabaret,"Inside the Kit Kat Club of 1931 Berlin, starry-eyed singer Sally Bowles and an impish emcee sound the clarion call to decadent fun, while outside a certain political party grows into a brutal force.",17.335,1972-02-13,Cabaret,7.38,815
"[18, 12, 53]",10669,en,Deliverance,"Intent on seeing the Cahulawassee River before it's turned into one huge lake, outdoor fanatic Lewis Medlock takes his friends on a river-rafting trip they'll never forget into the dangerous American back-country.",16.877,1972-08-18,Deliverance,7.311,1444
"[18, 36]",40732,sv,Utvandrarna,"A Swedish peasant family, ravaged by poverty, privation and misery in mid-19th century Sweden, set out on a perilous journey to America in hope of a better life.",7.549,1971-03-08,The Emigrants,7.5,102
"[18, 80]",238,en,The Godfather,"Spanning the years 1945 to 1955, a chronicle of the fictional Italian-American Corleone crime family. When organized crime family patriarch, Vito Corleone barely survives an attempt on his life, his youngest son, Michael steps in to take care of the would-be killers, launching a campaign of bloody revenge.",144.096,1972-03-14,The Godfather,8.708,19162
[18],42489,en,Sounder,The oldest son of a loving and strong family of black sharecroppers comes of age in the Depression-era South after his father is imprisoned for stealing food.,12.763,1972-09-24,Sounder,7.4,41
"[35, 18]",838,en,American Graffiti,A couple of high school graduates spend one final night cruising the strip with their buddies before they go off to college.,25.063,1973-08-11,American Graffiti,7.029,1299
[18],10238,sv,Viskningar och rop,"As Agnes slowly dies of cancer, her sisters are so deeply immersed in their own psychic pains that they can't offer her the support she needs. Maria is wracked with guilt at her husband's attempted suicide, caused by his discovery of her extramarital affair. The self-loathing, suicidal Karin seems to regard her sister with revulsion. Only Anna, the deeply religious maid who lost her young child, seems able to offer Agnes solace and empathy.",16.418,1972-12-21,Cries and Whispers,7.939,631
[27],9552,en,The Exorcist,"Twelve year old Regan MacNeil begins to adapt an explicit new personality as strange events befall the local area of Georgetown. Her mother becomes torn between science and superstition in a desperate bid to save her daughter, and ultimately turns to her last hope: Father Damien Karras, a troubled priest struggling with his own faith.",49.849,1973-12-26,The Exorcist,7.723,7461
"[35, 80, 18]",9277,en,The Sting,A novice con man teams up with an acknowledged master to avenge the murder of a mutual friend by pulling off the ultimate big con and swindling a fortune from a big-time mobster.,24.614,1973-12-25,The Sting,8.019,2385
"[35, 10749]",42458,en,A Touch of Class,"Steve, a happily married American man living in London meets Vicki, an English divorcée and run off to Marbella for a rollicking week of sex. They then return to London to set up a cozy menage, despite the fact that he loves his wife and children, and now realize that he and Vicki have also fallen in love.",9.778,1973-05-25,A Touch of Class,6.3,48
"[80, 18, 9648, 53]",829,en,Chinatown,"Private eye Jake Gittes lives off of the murky moral climate of sunbaked, pre-World War II Southern California. Hired by a beautiful socialite to investigate her husband's extra-marital affair, Gittes is swept into a maelstrom of double dealings and deadly deceits, uncovering a web of personal and political scandals that come crashing together.",32.714,1974-06-20,Chinatown,7.916,3506
"[80, 18, 9648]",592,en,The Conversation,"Surveillance expert Harry Caul is hired by a mysterious client's brusque aide to tail a young couple. Tracking the pair through San Francisco's Union Square, Caul and his associate Stan manage to record a cryptic conversation between them. Tormented by memories of a previous case that ended badly, Caul becomes obsessed with the resulting tape, trying to determine if the couple is in danger.",20.151,1974-04-07,The Conversation,7.527,1543
"[18, 80]",240,en,The Godfather Part II,"In the continuing saga of the Corleone crime family, a young Vito Corleone grows up in Sicily and in 1910s New York. In the 1950s, Michael Corleone attempts to expand the family business into Las Vegas, Hollywood and Cuba.",69.132,1974-12-20,The Godfather Part II,8.589,11551
[18],27094,en,Lenny,"The story of acerbic 1960s comic Lenny Bruce, whose groundbreaking, no-holds-barred style and social commentary was often deemed by the establishment as too obscene for the public.",10.075,1974-11-10,Lenny,7.3,231
"[28, 18, 53]",5919,en,The Towering Inferno,"At the opening party of a colossal—but poorly constructed—skyscraper, a massive fire breaks out, threatening to destroy the tower and everyone in it.",22.389,1974-12-14,The Towering Inferno,7.028,839
